ball_1,ball_2,ball_3,ball_4,win_times
2,11,24,25,1
2,15,24,25,1
9,11,15,24,1
9,11,15,25,1
9,11,24,25,1
9,15,24,25,1
11,15,24,25,1
3,7,19,21,1
3,7,19,36,1
3,7,19,41,1
3,7,21,36,1
3,7,21,41,1
3,7,36,41,1
3,19,21,36,1
3,19,21,41,1
3,19,36,41,1
3,21,36,41,1
7,19,21,36,1
7,19,21,41,1
2,26,30,41,1
22,23,30,41,1
22,26,30,41,1
23,26,30,41,1
10,14,15,32,1
4,10,17,18,1
4,10,17,21,1
4,10,17,41,1
4,10,18,41,1
4,10,21,41,1
4,17,18,21,1
4,17,18,41,1
4,18,21,41,1
10,17,18,21,1
10,17,18,41,1
10,17,21,41,1
10,18,21,41,1
17,18,21,41,1
18,19,28,29,1
18,19,28,37,1
18,19,28,38,1
18,19,29,37,1
18,19,29,38,1
18,19,37,38,1
18,28,29,37,1
9,10,15,32,1
9,10,14,32,1
4,14,15,32,1
11,29,30,36,1
7,11,29,30,1
7,11,29,36,1
7,11,29,39,1
7,11,30,36,1
7,11,30,39,1
7,11,36,39,1
7,29,30,36,1
7,29,30,39,1
7,30,36,39,1
11,29,30,39,1
4,10,15,32,1
11,29,36,39,1
11,30,36,39,1
4,9,10,14,1
4,9,10,15,1
4,9,10,32,1
4,9,14,15,1
4,9,14,32,1
4,10,14,15,1
4,10,14,32,1
2,9,24,25,1
2,9,11,25,1
2,9,11,24,1
1,6,11,16,1
20,25,30,32,1
20,25,30,39,1
20,30,32,39,1
25,30,32,39,1
11,19,20,22,1
11,19,20,28,1
11,19,20,38,1
11,19,22,28,1
11,19,22,38,1
11,19,28,38,1
11,20,22,28,1
11,20,22,38,1
11,22,28,38,1
19,20,22,28,1
19,20,22,38,1
19,20,28,38,1
19,22,28,38,1
20,22,28,38,1
1,2,6,11,1
1,2,6,16,1
1,2,11,16,1
18,30,32,39,1
18,25,32,39,1
18,25,30,39,1
6,31,36,39,1
25,33,36,39,1
25,36,38,39,1
6,22,31,36,1
6,22,31,38,1
6,22,31,39,1
6,22,36,38,1
6,22,36,39,1
6,22,38,39,1
6,31,36,38,1
6,31,38,39,1
18,25,30,32,1
6,36,38,39,1
22,31,36,38,1
22,31,36,39,1
22,36,38,39,1
31,36,38,39,1
18,20,25,30,1
18,20,25,39,1
18,20,30,32,1
18,20,30,39,1
1,2,16,18,1
1,6,11,18,1
2,9,11,15,1
1,6,16,18,1
12,20,28,42,1
12,27,28,42,1
14,20,27,28,1
14,20,27,42,1
14,20,28,42,1
14,27,28,42,1
20,27,28,42,1
13,18,20,31,1
13,18,20,33,1
13,18,31,33,1
13,18,31,37,1
13,18,33,37,1
13,20,31,33,1
13,20,31,37,1
13,20,33,37,1
13,31,33,37,1
18,20,31,33,1
18,20,31,37,1
18,20,33,37,1
18,31,33,37,1
20,31,33,37,1
12,20,27,42,1
12,20,27,28,1
12,14,28,42,1
2,19,21,22,1
1,11,16,18,1
2,6,11,18,1
2,6,16,18,1
2,11,16,18,1
6,11,16,18,1
2,11,19,22,1
2,11,19,40,1
2,11,21,40,1
2,11,22,40,1
2,19,21,40,1
12,14,27,42,1
2,19,22,40,1
2,21,22,40,1
11,19,21,40,1
11,19,22,40,1
11,21,22,40,1
12,14,20,27,1
12,14,20,28,1
12,14,20,42,1
12,14,27,28,1
18,28,29,38,1
18,28,37,38,1
18,29,37,38,1
3,5,14,33,1
1,6,18,34,1
1,6,18,41,1
1,6,34,41,1
1,18,34,41,1
2,6,18,34,1
2,6,34,41,1
2,18,34,41,1
6,18,34,41,1
1,7,16,17,1
1,7,16,26,1
1,7,17,26,1
1,7,17,28,1
1,7,26,28,1
1,16,17,26,1
1,16,17,28,1
1,16,26,28,1
7,16,17,26,1
7,16,17,28,1
7,16,26,28,1
7,17,26,28,1
16,17,26,28,1
1,2,34,41,1
1,2,18,41,1
1,2,18,34,1
18,21,36,40,1
18,19,26,31,1
18,19,30,31,1
18,26,30,31,1
19,26,30,31,1
18,21,24,29,1
18,21,24,36,1
18,21,24,40,1
18,21,29,36,1
18,21,29,40,1
18,24,29,36,1
1,2,6,41,1
18,24,29,40,1
18,24,36,40,1
18,29,36,40,1
21,24,29,36,1
21,24,29,40,1
21,24,36,40,1
21,29,36,40,1
24,29,36,40,1
1,2,6,34,1
3,5,14,19,1
3,5,14,34,1
16,26,30,31,1
3,5,19,33,1
16,24,25,29,1
16,24,25,41,1
16,24,26,29,1
16,24,26,41,1
16,24,29,41,1
16,25,26,29,1
16,25,26,41,1
16,25,29,41,1
16,26,29,41,1
24,25,26,29,1
24,25,26,41,1
24,25,29,41,1
24,26,29,41,1
25,26,29,41,1
7,22,23,25,1
7,22,23,31,1
7,22,23,42,1
7,22,25,31,1
7,22,25,42,1
7,22,31,42,1
7,23,25,31,1
16,24,25,26,1
24,31,35,38,1
23,31,35,38,1
16,23,24,35,1
3,5,19,34,1
3,5,33,34,1
3,14,19,33,1
3,14,19,34,1
3,19,33,34,1
5,14,19,34,1
5,14,33,34,1
5,19,33,34,1
14,19,33,34,1
16,23,24,38,1
23,24,35,38,1
16,23,31,35,1
16,23,31,38,1
16,23,35,38,1
16,24,31,35,1
16,24,31,38,1
16,24,35,38,1
16,31,35,38,1
23,24,31,35,1
23,24,31,38,1
18,19,26,30,1
16,19,30,31,1
19,28,29,37,1
6,8,11,29,1
12,20,33,42,1
12,29,33,42,1
15,27,39,41,1
13,20,29,42,1
13,20,33,42,1
13,29,33,42,1
20,29,33,42,1
5,20,23,27,1
5,20,23,28,1
5,20,23,37,1
5,20,27,28,1
5,20,27,37,1
5,20,28,37,1
5,23,27,28,1
5,23,27,37,1
5,23,28,37,1
5,27,28,37,1
20,23,27,28,1
20,23,27,37,1
20,23,28,37,1
23,27,28,37,1
12,20,29,42,1
12,20,29,33,1
12,13,33,42,1
6,18,24,34,1
19,28,29,38,1
19,28,37,38,1
19,29,37,38,1
6,7,18,24,1
6,7,18,31,1
6,7,24,31,1
6,7,24,34,1
6,7,31,34,1
6,18,24,31,1
6,18,31,34,1
12,13,29,42,1
7,18,24,31,1
7,18,24,34,1
7,18,31,34,1
7,24,31,34,1
18,24,31,34,1
12,13,20,29,1
12,13,20,33,1
12,13,20,42,1
12,13,29,33,1
6,8,11,26,1
6,8,11,38,1
16,19,26,31,1
6,8,26,29,1
24,31,33,41,1
2,4,12,16,1
2,4,12,32,1
2,4,12,36,1
2,4,16,32,1
2,4,16,36,1
2,4,32,36,1
2,12,16,32,1
2,12,16,36,1
2,16,32,36,1
4,12,16,32,1
4,12,32,36,1
4,16,32,36,1
12,16,32,36,1
16,18,19,26,1
16,18,19,30,1
16,18,19,31,1
16,18,26,30,1
16,18,26,31,1
16,18,30,31,1
16,19,26,30,1
19,31,33,41,1
19,24,33,41,1
19,24,31,41,1
8,26,29,38,1
6,8,26,38,1
6,8,29,38,1
6,11,26,29,1
6,11,26,38,1
6,11,29,38,1
6,26,29,38,1
8,11,26,29,1
8,11,26,38,1
8,11,29,38,1
11,26,29,38,1
19,24,31,33,1
10,19,24,31,1
10,19,24,33,1
10,19,24,41,1
10,19,31,33,1
10,19,31,41,1
10,24,31,33,1
10,24,31,41,1
10,24,33,41,1
10,31,33,41,1
25,33,36,38,1
16,36,38,39,1
16,33,36,39,1
8,22,40,41,1
10,15,38,40,1
10,31,38,40,1
15,31,38,40,1
3,4,6,16,1
3,4,6,17,1
3,4,11,16,1
3,4,11,17,1
3,6,11,17,1
3,11,16,17,1
4,6,11,16,1
4,6,11,17,1
4,6,16,17,1
4,11,16,17,1
6,11,16,17,1
8,19,22,36,1
8,19,22,40,1
8,19,22,41,1
8,19,36,40,1
8,19,36,41,1
8,19,40,41,1
8,22,36,40,1
10,15,31,40,1
8,15,38,40,1
8,15,31,40,1
10,13,20,21,1
11,27,28,37,1
11,27,30,37,1
11,28,30,37,1
20,27,28,30,1
20,28,30,37,1
27,28,30,37,1
10,13,14,20,1
10,13,14,21,1
10,13,14,23,1
10,13,20,23,1
8,10,38,40,1
10,14,20,23,1
10,14,21,23,1
10,20,21,23,1
13,14,20,21,1
13,14,20,23,1
13,14,21,23,1
13,20,21,23,1
14,20,21,23,1
8,10,15,40,1
8,22,36,41,1
8,36,40,41,1
11,20,28,37,1
19,22,36,40,1
2,17,35,38,1
2,27,35,38,1
9,17,27,35,1
9,17,27,38,1
9,27,35,38,1
17,27,35,38,1
4,14,22,37,1
4,14,22,42,1
4,14,37,42,1
4,22,36,42,1
4,22,37,42,1
4,36,37,42,1
14,22,36,37,1
14,22,36,42,1
14,22,37,42,1
22,36,37,42,1
12,20,28,30,1
12,20,28,36,1
12,20,28,38,1
12,20,30,38,1
12,20,36,38,1
2,17,27,38,1
2,17,27,35,1
2,9,35,38,1
5,29,30,36,1
19,22,36,41,1
19,22,40,41,1
19,36,40,41,1
22,36,40,41,1
5,23,29,30,1
5,23,29,39,1
5,23,30,36,1
5,23,30,39,1
5,23,36,39,1
5,29,30,39,1
2,9,27,38,1
5,29,36,39,1
5,30,36,39,1
23,29,30,36,1
23,29,30,39,1
23,29,36,39,1
2,9,17,27,1
2,9,17,35,1
2,9,17,38,1
2,9,27,35,1
11,20,30,37,1
11,20,28,30,1
12,28,30,38,1
1,13,28,31,1
7,14,30,35,1
14,21,30,35,1
4,11,14,21,1
4,11,14,26,1
4,11,14,27,1
4,11,21,26,1
4,11,21,27,1
4,11,26,27,1
4,14,21,26,1
4,14,21,27,1
4,14,26,27,1
4,21,26,27,1
11,14,21,26,1
11,14,21,27,1
11,14,26,27,1
11,21,26,27,1
1,5,13,28,1
1,5,13,29,1
1,5,13,31,1
1,5,28,31,1
1,5,29,31,1
7,14,21,35,1
7,14,21,30,1
6,21,30,35,1
6,11,13,23,1
2,6,11,13,1
2,6,11,23,1
2,6,13,23,1
2,6,13,33,1
2,6,23,33,1
2,11,13,23,1
2,11,13,33,1
2,11,23,33,1
2,13,23,33,1
6,11,23,33,1
6,14,30,35,1
6,13,23,33,1
11,13,23,33,1
6,7,14,21,1
6,7,14,30,1
6,7,14,35,1
6,7,21,30,1
6,7,21,35,1
6,7,30,35,1
6,14,21,30,1
1,13,28,29,1
1,13,29,31,1
11,20,27,37,1
5,13,28,29,1
2,17,25,34,1
2,20,25,34,1
15,17,20,25,1
15,17,25,34,1
15,20,25,34,1
17,20,25,34,1
1,2,16,26,1
1,2,16,38,1
1,2,16,42,1
1,2,26,38,1
1,2,26,42,1
1,2,38,42,1
1,16,26,38,1
1,16,38,42,1
1,26,38,42,1
2,16,26,38,1
2,16,26,42,1
2,16,38,42,1
2,26,38,42,1
16,26,38,42,1
11,20,27,30,1
2,17,20,34,1
2,17,20,25,1
2,15,25,34,1
9,24,29,39,1
5,13,28,31,1
5,28,29,31,1
13,28,29,31,1
9,15,24,29,1
9,15,24,36,1
9,15,24,39,1
9,15,29,36,1
9,15,36,39,1
9,24,29,36,1
9,24,36,39,1
2,15,20,34,1
9,29,36,39,1
15,24,29,36,1
15,24,29,39,1
15,24,36,39,1
15,29,36,39,1
24,29,36,39,1
2,15,17,25,1
2,15,17,34,1
2,15,20,25,1
12,28,30,36,1
12,28,36,38,1
16,25,38,39,1
5,23,24,39,1
5,8,29,30,1
5,8,29,32,1
5,8,29,35,1
5,8,30,32,1
5,8,30,35,1
5,8,32,35,1
5,29,30,32,1
5,29,30,35,1
5,29,32,35,1
5,30,32,35,1
8,29,30,32,1
8,29,32,35,1
8,30,32,35,1
29,30,32,35,1
5,21,22,23,1
5,21,22,24,1
5,21,22,39,1
5,21,23,24,1
5,21,23,39,1
5,21,24,39,1
5,22,23,39,1
20,24,36,42,1
13,24,36,42,1
13,20,36,42,1
18,26,34,40,1
3,18,24,40,1
3,18,26,34,1
3,18,26,40,1
3,24,26,34,1
3,24,26,40,1
3,24,34,40,1
3,26,34,40,1
18,24,26,34,1
18,24,34,40,1
24,26,34,40,1
13,20,24,42,1
11,13,20,36,1
11,13,20,42,1
11,13,24,36,1
11,13,24,42,1
11,20,24,36,1
11,20,24,42,1
11,20,36,42,1
11,24,36,42,1
13,20,24,36,1
5,22,24,39,1
21,22,23,24,1
3,18,24,26,1
21,22,23,39,1
2,23,30,31,1
2,23,30,36,1
2,23,31,36,1
2,30,31,36,1
17,23,30,31,1
17,23,30,36,1
17,23,31,36,1
17,30,31,36,1
23,30,31,36,1
4,9,13,15,1
4,9,13,32,1
4,9,13,39,1
4,13,15,32,1
4,13,15,39,1
4,13,32,39,1
9,13,15,32,1
9,13,15,39,1
13,15,32,39,1
16,25,33,36,1
16,25,33,38,1
16,25,33,39,1
2,17,31,36,1
2,17,30,36,1
2,17,30,31,1
3,8,12,16,1
21,22,24,39,1
21,23,24,39,1
22,23,24,39,1
3,7,8,12,1
3,7,8,16,1
3,7,8,37,1
3,7,12,16,1
3,7,12,37,1
3,7,16,37,1
3,8,12,37,1
2,17,23,36,1
3,8,16,37,1
3,12,16,37,1
7,8,12,16,1
7,8,12,37,1
7,8,16,37,1
7,12,16,37,1
8,12,16,37,1
2,17,23,30,1
2,17,23,31,1
3,18,24,34,1
14,21,31,34,1
12,30,36,38,1
8,19,27,38,1
1,14,16,22,1
2,12,14,16,1
2,12,14,22,1
2,12,16,22,1
2,14,16,22,1
12,14,16,22,1
1,8,14,21,1
1,8,14,37,1
1,8,14,42,1
1,8,21,37,1
1,8,37,42,1
1,14,21,37,1
1,14,37,42,1
8,14,21,37,1
8,14,37,42,1
8,21,37,42,1
14,21,37,42,1
8,19,23,26,1
8,19,23,27,1
8,19,23,38,1
8,19,26,27,1
1,12,16,22,1
1,12,14,22,1
1,2,16,22,1
1,12,20,35,1
20,28,30,36,1
20,28,30,38,1
20,28,36,38,1
20,30,36,38,1
1,4,12,20,1
1,4,12,23,1
1,4,12,35,1
1,4,20,23,1
1,4,20,35,1
1,12,23,35,1
1,2,14,22,1
1,20,23,35,1
4,12,20,35,1
4,12,23,35,1
4,20,23,35,1
12,20,23,35,1
1,2,12,14,1
1,2,12,16,1
1,2,12,22,1
1,2,14,16,1
8,19,26,38,1
8,23,26,38,1
13,21,31,34,1
8,23,27,38,1
2,25,28,38,1
2,25,28,40,1
2,25,38,40,1
2,28,38,40,1
11,25,28,38,1
11,25,28,40,1
11,25,38,40,1
11,28,38,40,1
25,28,38,40,1
5,13,14,21,1
5,13,14,31,1
5,13,14,34,1
5,13,21,31,1
5,13,21,34,1
5,13,31,34,1
5,14,21,34,1
5,14,31,34,1
5,21,31,34,1
13,14,21,31,1
13,14,21,34,1
13,14,31,34,1
2,11,28,40,1
2,11,28,38,1
2,11,25,40,1
19,21,27,37,1
19,23,26,27,1
19,23,26,38,1
19,23,27,38,1
19,26,27,38,1
23,26,27,38,1
19,21,23,27,1
19,21,23,36,1
19,21,23,37,1
19,21,27,36,1
19,21,36,37,1
2,11,25,38,1
19,23,27,36,1
19,23,27,37,1
19,23,36,37,1
19,27,36,37,1
21,23,27,36,1
21,23,27,37,1
21,23,36,37,1
21,27,36,37,1
23,27,36,37,1
15,16,27,41,1
8,10,11,26,1
16,27,39,41,1
31,39,35,18,1
4,36,32,21,1
4,8,42,32,1
4,8,42,21,1
4,8,32,21,1
4,42,32,21,1
36,8,42,32,1
36,8,42,21,1
36,8,32,21,1
36,42,32,21,1
8,42,32,21,1
31,42,38,6,1
31,42,38,35,1
31,42,6,10,1
31,42,6,35,1
31,42,10,35,1
31,38,6,10,1
31,38,6,35,1
31,38,10,35,1
31,6,10,35,1
42,38,6,10,1
42,38,6,35,1
4,36,42,21,1
4,36,42,32,1
4,36,8,32,1
22,13,2,35,1
24,35,38,3,1
24,7,38,3,1
1,35,7,38,1
1,35,7,3,1
1,35,38,3,1
1,7,38,3,1
35,7,38,3,1
22,13,23,2,1
22,13,23,3,1
22,13,2,3,1
23,2,35,3,1
22,13,35,3,1
22,23,2,35,1
22,23,2,3,1
22,23,35,3,1
22,2,35,3,1
13,23,2,35,1
13,23,2,3,1
13,23,35,3,1
13,2,35,3,1
42,6,10,35,1
31,39,35,32,1
24,35,7,38,1
31,39,35,38,1
1,19,12,15,1
1,19,17,4,1
1,19,17,15,1
1,19,4,15,1
1,12,17,4,1
1,12,17,15,1
1,12,4,15,1
1,17,4,15,1
19,12,17,4,1
19,12,17,15,1
19,12,4,15,1
19,17,4,15,1
12,17,4,15,1
23,38,31,3,1
23,38,31,1,1
23,38,31,22,1
23,38,3,1,1
23,38,3,22,1
23,38,1,22,1
23,31,3,22,1
23,31,1,22,1
1,19,12,4,1
1,19,12,17,1
34,41,9,13,1
39,35,32,38,1
31,39,18,32,1
31,39,18,38,1
31,39,32,38,1
31,35,18,32,1
31,35,18,38,1
31,35,32,38,1
31,18,32,38,1
39,35,18,32,1
39,35,18,38,1
39,18,32,38,1
35,41,9,13,1
35,18,32,38,1
3,35,34,41,1
3,35,34,9,1
3,35,34,13,1
3,35,41,9,1
3,35,41,13,1
3,41,9,13,1
35,34,41,9,1
35,34,41,13,1
24,35,7,3,1
24,1,38,3,1
38,31,3,1,1
10,13,38,37,1
40,10,3,6,1
15,10,3,6,1
21,4,41,33,1
21,4,41,19,1
21,4,41,40,1
21,4,33,19,1
21,4,33,40,1
21,4,19,40,1
21,41,33,19,1
21,41,33,40,1
21,41,19,40,1
21,33,19,40,1
4,41,33,19,1
4,41,33,40,1
4,41,19,40,1
41,33,19,40,1
10,34,13,38,1
10,34,13,37,1
10,34,13,23,1
10,34,38,37,1
10,34,38,23,1
40,15,3,6,1
40,15,10,6,1
40,15,10,3,1
26,2,18,17,1
39,26,36,17,1
39,26,2,18,1
39,26,2,17,1
39,26,18,17,1
39,36,2,18,1
39,36,2,17,1
39,36,18,17,1
39,2,18,17,1
26,36,18,17,1
36,2,18,17,1
18,10,3,6,1
18,40,15,10,1
18,40,15,3,1
18,40,15,6,1
18,40,10,3,1
18,40,10,6,1
18,40,3,6,1
18,15,10,3,1
18,15,10,6,1
18,15,3,6,1
10,34,37,23,1
10,13,37,23,1
24,1,7,3,1
34,13,38,37,1
34,7,12,25,1
38,27,7,12,1
38,27,12,25,1
38,7,12,25,1
27,7,12,25,1
27,16,24,30,1
27,16,24,23,1
27,16,22,30,1
27,16,22,23,1
27,16,30,23,1
27,24,22,30,1
27,24,30,23,1
27,22,30,23,1
16,24,22,30,1
16,24,22,23,1
16,22,30,23,1
24,22,30,23,1
24,1,35,7,1
24,1,35,38,1
24,1,35,3,1
24,1,7,38,1
34,27,12,25,1
34,27,7,25,1
34,27,7,12,1
21,22,13,25,1
34,13,38,23,1
34,38,37,23,1
13,38,37,23,1
21,42,22,30,1
21,42,22,25,1
21,42,30,13,1
21,42,30,25,1
21,42,13,25,1
21,22,30,25,1
21,30,13,25,1
34,38,12,25,1
42,22,30,13,1
42,22,30,25,1
42,30,13,25,1
22,30,13,25,1
34,38,27,7,1
34,38,27,12,1
34,38,27,25,1
34,38,7,12,1
34,38,7,25,1
23,3,1,22,1
38,31,3,22,1
15,38,29,21,1
20,22,38,13,1
37,25,20,18,1
37,25,38,18,1
3,25,20,38,1
3,25,20,18,1
3,25,38,18,1
25,20,38,18,1
35,4,22,29,1
35,4,22,42,1
35,4,22,2,1
35,4,29,42,1
35,4,29,2,1
35,4,42,2,1
35,22,29,42,1
35,22,29,2,1
35,22,42,2,1
35,29,42,2,1
4,22,29,42,1
4,22,42,2,1
4,29,42,2,1
22,29,42,2,1
20,22,30,8,1
37,25,20,38,1
37,3,38,18,1
37,3,20,18,1
10,40,3,25,1
31,13,20,36,1
31,41,20,36,1
13,41,20,36,1
10,2,40,3,1
10,2,40,25,1
10,2,40,33,1
10,2,3,25,1
10,2,3,33,1
10,2,25,33,1
10,40,25,33,1
37,3,20,38,1
10,3,25,33,1
2,40,3,25,1
2,40,3,33,1
2,40,25,33,1
2,3,25,33,1
40,3,25,33,1
37,3,25,20,1
37,3,25,38,1
37,3,25,18,1
20,22,30,13,1
20,22,8,13,1
31,13,41,20,1
20,30,38,8,1
33,34,18,21,1
38,41,34,18,1
38,41,34,21,1
38,41,18,21,1
38,34,18,21,1
41,34,18,21,1
33,2,9,37,1
33,2,9,15,1
33,2,9,26,1
33,2,37,15,1
33,2,37,26,1
33,2,15,26,1
33,9,37,15,1
33,9,37,26,1
33,9,15,26,1
33,37,15,26,1
2,9,37,15,1
2,9,15,26,1
2,37,15,26,1
9,37,15,26,1
22,9,18,28,1
33,41,18,21,1
33,41,34,21,1
33,38,18,21,1
42,38,4,14,1
20,30,38,13,1
20,30,8,13,1
20,38,8,13,1
22,30,38,8,1
22,30,8,13,1
42,1,38,14,1
42,1,38,32,1
42,1,4,32,1
42,1,14,32,1
42,38,14,32,1
33,38,34,21,1
42,4,14,32,1
1,38,4,14,1
1,38,4,32,1
1,38,14,32,1
1,4,14,32,1
38,4,14,32,1
33,38,41,34,1
33,38,41,21,1
33,38,34,18,1
31,13,41,36,1
6,41,20,36,1
38,31,1,22,1
20,32,5,27,1
41,27,26,11,1
13,16,27,26,1
13,16,27,11,1
13,16,26,11,1
13,27,26,11,1
16,27,26,11,1
3,16,35,28,1
3,16,35,2,1
3,16,35,7,1
3,16,28,2,1
3,16,2,7,1
3,35,28,2,1
3,35,2,7,1
3,28,2,7,1
16,35,28,2,1
16,35,28,7,1
16,35,2,7,1
16,28,2,7,1
35,28,2,7,1
20,32,38,5,1
20,32,38,27,1
41,16,26,11,1
41,16,27,11,1
41,16,27,26,1
20,10,14,19,1
38,3,1,22,1
31,3,1,22,1
20,18,10,6,1
20,18,10,19,1
20,18,6,14,1
20,18,6,19,1
20,18,14,19,1
20,10,6,14,1
20,10,6,19,1
20,6,14,19,1
41,13,26,11,1
18,10,6,19,1
18,10,14,19,1
18,6,14,19,1
10,6,14,19,1
41,13,16,27,1
41,13,16,26,1
41,13,16,11,1
41,13,27,26,1
41,13,27,11,1
20,32,38,30,1
20,32,5,30,1
6,13,20,36,1
20,32,27,30,1
19,39,7,38,1
19,39,23,14,1
19,39,23,38,1
19,39,14,38,1
19,7,23,14,1
19,7,23,38,1
19,7,14,38,1
19,23,14,38,1
39,7,23,14,1
39,7,23,38,1
39,7,14,38,1
39,23,14,38,1
7,23,14,38,1
6,31,13,41,1
6,31,13,20,1
6,31,13,36,1
6,31,41,20,1
6,31,41,36,1
6,31,20,36,1
6,13,41,20,1
6,13,41,36,1
19,39,7,14,1
33,21,11,9,1
20,21,11,9,1
17,20,33,11,1
20,38,5,27,1
20,38,5,30,1
20,38,27,30,1
20,5,27,30,1
32,38,5,30,1
32,38,27,30,1
32,5,27,30,1
38,5,27,30,1
17,20,33,21,1
17,20,33,9,1
20,33,11,9,1
17,20,21,11,1
17,20,21,9,1
17,20,11,9,1
17,33,21,11,1
17,33,21,9,1
17,33,11,9,1
17,21,11,9,1
20,33,21,11,1
20,33,21,9,1
39,26,36,18,1
23,38,29,21,1
9,10,11,28,1
22,30,34,35,1
14,21,29,36,1
16,19,29,35,1
16,19,29,37,1
16,19,34,35,1
16,19,34,37,1
16,19,35,37,1
16,29,34,35,1
16,29,34,37,1
16,29,35,37,1
16,34,35,37,1
19,29,34,35,1
19,29,35,37,1
19,34,35,37,1
29,34,35,37,1
17,22,30,34,1
17,22,34,35,1
17,22,34,38,1
17,22,35,38,1
17,30,34,35,1
17,30,34,38,1
17,30,35,38,1
10,21,29,36,1
10,14,29,36,1
10,14,21,36,1
24,25,33,36,1
6,11,24,36,1
6,11,25,33,1
6,24,25,33,1
6,24,25,36,1
6,24,33,36,1
6,25,33,36,1
11,24,25,33,1
11,24,25,36,1
11,24,33,36,1
3,10,14,21,1
10,14,21,29,1
3,10,14,29,1
3,10,14,36,1
3,10,21,29,1
3,10,21,36,1
3,10,29,36,1
3,14,21,29,1
3,14,21,36,1
3,14,29,36,1
3,21,29,36,1
17,34,35,38,1
22,30,34,38,1
6,11,24,25,1
22,30,35,38,1
7,30,35,36,1
10,12,30,35,1
10,12,30,36,1
10,12,35,36,1
12,30,35,36,1
1,11,18,24,1
1,11,18,42,1
1,11,24,29,1
1,11,24,42,1
1,11,29,42,1
1,18,24,29,1
1,18,24,42,1
1,18,29,42,1
1,24,29,42,1
11,18,24,29,1
11,18,24,42,1
11,18,29,42,1
11,24,29,42,1
18,24,29,42,1
1,4,18,19,1
1,4,18,24,1
7,12,35,36,1
7,12,30,36,1
7,12,30,35,1
9,32,34,38,1
22,34,35,38,1
30,34,35,38,1
9,14,15,34,1
9,14,15,38,1
9,14,32,34,1
9,14,32,38,1
9,15,32,34,1
9,15,32,38,1
9,15,34,38,1
14,15,32,34,1
7,10,35,36,1
14,15,32,38,1
14,15,34,38,1
14,32,34,38,1
15,32,34,38,1
7,10,12,30,1
7,10,12,35,1
7,10,12,36,1
7,10,30,35,1
7,10,30,36,1
6,11,24,33,1
23,29,31,42,1
1,4,19,24,1
1,29,30,34,1
3,28,35,37,1
8,27,28,35,1
8,27,28,37,1
8,27,35,37,1
8,28,35,37,1
27,28,35,37,1
1,3,9,12,1
1,3,9,20,1
1,3,12,20,1
1,3,20,30,1
1,9,12,30,1
1,9,20,30,1
1,12,20,30,1
3,9,12,20,1
3,9,20,30,1
3,12,20,30,1
9,12,20,30,1
1,3,29,30,1
1,3,29,34,1
1,3,30,34,1
1,3,30,36,1
3,27,35,37,1
3,27,28,37,1
3,27,28,35,1
8,13,27,42,1
9,11,17,28,1
10,11,17,28,1
8,9,13,27,1
8,9,13,37,1
8,9,13,42,1
8,9,27,37,1
8,9,27,42,1
8,9,37,42,1
8,13,27,37,1
8,13,37,42,1
3,8,35,37,1
8,27,37,42,1
9,13,27,42,1
9,13,37,42,1
9,27,37,42,1
13,27,37,42,1
3,8,27,28,1
3,8,27,37,1
3,8,28,35,1
3,8,28,37,1
1,3,34,36,1
1,29,30,36,1
7,29,31,42,1
1,29,34,36,1
10,21,26,33,1
10,21,26,40,1
10,21,33,40,1
10,26,33,40,1
20,21,26,33,1
20,21,26,40,1
20,21,33,40,1
20,26,33,40,1
21,26,33,40,1
1,7,23,29,1
1,7,23,31,1
1,7,23,42,1
1,7,29,31,1
1,7,29,42,1
1,7,31,42,1
1,23,29,31,1
1,23,29,42,1
1,23,31,42,1
1,29,31,42,1
7,23,29,31,1
7,23,29,42,1
10,20,33,40,1
10,20,26,40,1
10,20,26,33,1
8,10,26,37,1
1,30,34,36,1
3,29,30,34,1
3,29,30,36,1
3,29,34,36,1
3,30,34,36,1
29,30,34,36,1
8,10,21,26,1
8,10,21,37,1
8,10,23,37,1
8,21,23,26,1
10,20,21,33,1
8,21,23,37,1
8,21,26,37,1
8,23,26,37,1
10,21,23,26,1
10,21,23,37,1
10,21,26,37,1
10,23,26,37,1
21,23,26,37,1
10,20,21,26,1
1,4,18,30,1
1,4,19,30,1
23,15,29,21,1
35,6,39,22,1
15,20,37,39,1
16,18,20,37,1
16,18,37,39,1
16,20,37,39,1
18,20,37,39,1
2,3,8,11,1
2,3,8,19,1
2,3,8,34,1
2,3,11,19,1
2,3,11,34,1
2,3,19,34,1
2,8,11,19,1
2,8,11,34,1
2,8,19,34,1
2,11,19,34,1
3,8,11,19,1
3,8,11,34,1
3,8,19,34,1
8,11,19,34,1
35,6,25,39,1
35,6,25,22,1
15,18,37,39,1
15,18,20,37,1
15,16,37,39,1
5,11,20,41,1
10,29,31,34,1
11,27,29,31,1
11,27,29,34,1
11,27,31,34,1
27,29,31,34,1
5,11,18,20,1
5,11,18,39,1
5,11,18,41,1
5,11,20,39,1
5,11,39,41,1
15,16,20,37,1
5,18,20,39,1
5,18,20,41,1
5,18,39,41,1
5,20,39,41,1
11,18,20,41,1
11,18,39,41,1
11,20,39,41,1
18,20,39,41,1
15,16,18,37,1
35,6,25,10,1
35,6,39,10,1
10,27,29,34,1
35,6,22,10,1
29,4,23,36,1
29,4,23,20,1
